"2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,9,8
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6,2
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,26,18,43,61,84,25,10,9,7,0,0,0,3,0
1,7,13,0,0,0,0,2,0,0,0,0,0,0,0
5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,28,1,3,3,3,3,4,6,2,2,1,0,0,1
4,4,6,3,3,7,0,1,0,5,1,0,0,3,2
4,9,2,3,3,1,3,1,0,0,0,0,0,0,0
2,17,0,1,0,0,0,0,0,0,0,0,0,0,0
5,11,8,1,2,0,0,1,0,2,3,1,0,1,0
2,16,13,6,9,1,14,0,3,1,0,0,1,0,0
2,18,12,11,14,5,21,2,0,2,0,1,0,0,0
2,33,16,0,0,1,0,1,0,0,0,0,0,0,0
2,32,33,7,8,6,1,1,6,6,8,23,15,1,0
7,17,46,25,0,0,0,0,0,0,0,0,0,0,0
1,25,10,8,4,8,3,2,1,1,0,2,0,0,0
3,0,1,5,4,12,7,9,3,0,0,0,0,0,0
4,6,14,14,15,10,4,0,0,0,2,0,0,0,1
5,18,2,5,10,0,3,2,2,0,0,1,0,0,0
3,27,4,2,4,0,0,1,0,0,0,0,0,0,0
5,8,9,5,3,0,0,0,0,0,0,0,0,0,0
9,8,1,0,0,0,0,0,0,0,0,0,0,0,0
2,3,1,3,3,0,1,1,0,2,0,0,0,0,0
4,7,2,0,0,1,0,0,0,0,0,0,1,0,0
1,14,0,0,0,0,0,0,0,0,0,0,0,0,0
5,16,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,0,3,5,1,0,0,0,0,0,0,0,0,0
5,13,12,2,0,5,1,0,0,0,4,0,0,0,0
1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,10,17,1,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,12,16,31,14,8
0,13,12,8,3,3,1,7,6,1,0,0,0,0,0
0,8,7,9,7,0,0,0,1,1,1,0,0,0,0
0,5,8,0,2,4,0,1,2,5,1,2,0,0,0
0,6,8,5,6,0,0,0,1,0,0,0,0,0,0
0,2,13,2,8,6,0,5,7,6,20,11,0,0,0
0,7,3,9,0,0,0,0,0,0,0,0,0,0,0
1,7,3,8,4,8,12,14,8,4,5,9,11,5,1
3,18,13,12,0,11,7,5,5,4,4,7,2,0,1
1,16,9,11,5,12,11,14,11,30,12,5,4,4,6
5,10,0,0,0,0,0,0,0,1,0,0,0,0,0
2,10,6,18,6,8,13,0,1,3,0,0,0,0,0
3,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2,10,1,10,0,0,0,0,0,0,0,0,0,0,0
3,9,1,0,2,2,1,2,1,0,0,0,0,0,0
1,6,8,14,7,0,0,0,0,0,0,0,0,0,0
0,1,19,13,10,18,0,0,0,0,0,0,0,0,0
0,6,7,15,0,0,1,1,0,0,0,1,0,0,0
0,5,9,7,10,18,30,16,40,35,58,44,37,0,0
0,2,4,2,0,0,0,0,1,0,0,0,0,0,0
0,12,12,4,2,3,1,2,0,1,1,1,0,3,0
0,8,1,3,0,0,1,0,0,0,0,1,3,3,2
0,5,34,19,11,0,2,12,0,0,0,0,0,0,0
0,5,20,16,14,2,5,0,0,1,0,0,0,0,0
0,3,14,9,9,25,14,6,3,8,1,0,2,1,0
0,6,34,1,0,0,0,1,0,1,4,1,0,0,0
0,4,20,25,1,1,3,1,1,1,6,5,5,0,1
0,15,21,58,49,24,26,35,20,20,18,19,16,0,0
0,1,8,12,13,8,20,10,13,11,1,6,0,0,0
0,1,8,0,0,0,0,0,0,0,0,0,0,0,0
0,8,4,4,3,12,4,0,1,1,2,2,0,0,0
0,12,7,12,2,4,3,1,2,1,1,0,1,0,0
0,14,45,63,52,25,29,21,9,17,20,1,0,0,0
0,5,12,0,2,0,0,0,0,0,0,0,0,0,0
0,9,2,1,0,0,0,0,0,0,0,0,0,0,0
0,6,5,2,1,0,0,0,0,0,0,0,0,0,0
0,6,5,0,0,0,0,0,0,0,0,0,0,0,0
0,5,22,7,4,4,9,11,4,11,15,7,19,11,7
0,5,3,0,1,0,0,0,0,0,0,0,0,0,0
0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,26,20,0,0,0,0,0,0,0,0,0,0,0
0,4,9,6,6,11,12,15,0,8,2,4,2,0,8
0,6,20,5,2,5,6,10,0,0,0,0,0,0,0
0,3,9,17,0,1,0,0,0,1,0,0,0,0,0
0,13,0,3,8,0,0,1,0,0,3,0,0,0,0
0,6,7,9,7,5,3,2,5,3,3,2,4,0,0
0,11,0,0,1,0,0,0,0,0,0,0,0,0,0
0,10,7,6,7,5,6,2,3,11,7,0,1,0,1
0,12,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,4,3,5,2,4,8,21,2,1,1,1,1,0
0,5,12,7,7,0,2,0,2,1,0,0,0,0,0
0,6,25,25,14,7,12,11,11,13,4,6,3,15,14
0,6,9,0,2,1,1,0,0,0,0,0,0,0,0
0,6,7,5,4,7,0,0,0,0,0,0,0,0,0
0,6,7,9,0,0,0,0,0,0,0,0,0,0,0
0,1,3,2,2,1,2,2,1,1,1,0,5,0,0
0,3,1,4,4,1,1,1,0,0,0,0,1,0,0
0,2,11,0,0,0,1,0,0,0,0,0,0,0,0
0,15,32,15,10,1,7,11,0,0,0,0,1,0,1
0,4,40,27,18,10,0,2,0,0,0,0,0,0,0
0,6,16,17,10,2,9,1,0,1,0,1,1,0,0
0,3,2,9,0,0,0,1,1,1,0,1,4,0,0
0,2,2,8,8,3,0,1,0,0,0,0,2,0,0
4,7,4,5,3,0,0,0,0,0,0,0,0,0,0
1,1,3,0,0,0,0,1,0,0,0,1,0,0,0
6,12,9,13,24,21,16,6,20,9,2,1,1,1,0
6,10,5,7,1,4,3,6,0,1,0,0,0,0,0
4,17,5,11,13,2,4,2,0,0,0,0,0,0,0
2,4,1,2,0,2,0,1,0,0,0,0,0,0,0
4,5,10,10,8,9,7,2,5,0,0,1,2,1,0
7,7,4,8,7,1,0,1,1,4,3,3,1,0,1
1,5,6,14,14,1,9,0,0,0,0,0,0,0,0
1,10,9,25,28,26,19,0,30,9,12,26,3,12,0
1,15,11,10,4,7,4,2,2,3,0,0,1,0,2
4,4,5,10,7,15,13,6,1,0,0,0,0,0,0
5,9,4,8,7,8,7,1,3,4,3,0,0,0,0
2,3,0,1,0,0,0,0,0,0,0,0,0,0,0
1,17,10,0,2,0,1,1,0,0,1,0,0,1,0
6,5,20,3,1,1,0,6,10,9,5,8,4,7,4
3,13,9,6,5,3,1,8,0,0,1,3,2,9,0
4,0,4,5,2,2,0,0,0,0,0,0,0,0,0
9,7,5,3,6,1,5,0,0,0,0,0,0,0,0
2,6,19,14,4,7,8,0,17,13,5,0,0,0,0
2,8,7,5,3,6,1,0,3,0,0,0,0,0,0
10,2,11,3,2,2,1,0,3,2,0,0,0,0,0
9,3,9,8,9,9,8,10,17,10,7,2,1,0,0
2,1,0,6,2,1,1,2,0,0,0,0,0,0,0
1,4,10,3,4,8,23,13,9,3,0,1,1,2,0
5,3,3,4,2,10,6,11,1,0,0,0,0,0,0
2,2,3,3,2,6,3,2,1,2,0,0,0,0,2
1,19,13,1,4,2,2,0,2,3,3,2,0,0,0
0,0,4,22,2,2,0,1,0,1,0,0,2,0,0
0,0,4,32,9,14,16,8,0,0,0,0,0,0,0
0,0,2,1,1,5,1,3,3,1,0,0,0,0,0
0,0,6,7,8,7,0,0,0,1,0,1,0,0,0
0,0,1,3,1,3,2,1,2,0,0,0,1,0,0
0,0,2,8,7,3,2,7,13,26,15,6,6,1,0
0,0,3,10,5,0,0,0,0,0,0,1,0,0,0
0,0,8,36,35,24,52,42,19,40,47,40,20,0,0
0,0,3,32,26,15,0,2,0,0,0,0,1,1,1
0,0,2,7,5,4,7,12,2,8,10,10,1,0,0
0,0,5,17,5,3,1,2,1,0,0,0,0,0,0
0,0,1,7,3,1,1,0,1,1,1,0,0,0,0
0,0,4,10,12,22,3,0,0,0,2,0,0,0,0
0,0,2,0,4,2,1,0,1,0,0,0,0,0,0
0,0,7,27,8,11,13,11,8,6,14,5,18,9,8
0,0,13,35,27,24,7,21,5,22,21,29,18,0,0
0,0,1,13,13,7,2,2,0,0,0,0,0,0,0
0,0,5,4,11,4,4,7,6,3,8,2,0,0,0
0,0,3,0,0,0,0,0,0,0,0,0,4,0,0
0,0,12,5,0,0,0,2,0,0,0,0,0,0,0
0,0,2,57,15,17,29,0,1,0,0,0,0,0,0
0,0,4,0,2,0,1,0,0,0,1,0,0,0,0
0,0,1,0,1,0,2,2,3,0,2,1,4,1,1
0,0,1,11,18,16,11,12,9,10,3,4,0,2,0
0,0,2,11,13,17,18,12,15,0,0,0,1,1,0
0,0,5,8,8,1,5,3,5,3,5,5,0,0,0
0,0,3,9,7,4,5,3,3,5,5,0,0,0,0
0,0,4,12,6,2,0,0,0,1,0,0,0,0,0
0,0,2,9,2,0,1,0,1,1,1,0,1,0,2
0,0,3,12,2,1,2,3,1,4,0,1,0,0,0
0,0,4,1,1,7,4,5,0,1,0,0,1,0,0
0,0,3,9,4,7,17,3,6,5,5,16,9,16,27
0,0,2,0,0,2,1,0,0,0,0,1,1,1,0
0,0,3,9,3,0,0,1,0,1,0,1,0,0,0
0,0,3,7,1,4,11,1,0,1,0,0,0,0,0
0,0,4,6,23,5,1,1,0,3,2,1,1,0,0
0,0,4,4,3,3,0,0,1,3,0,0,1,0,0
0,0,2,9,14,9,5,5,5,12,18,13,14,16,9
0,0,5,0,3,0,1,1,0,0,0,0,0,0,0
0,0,3,12,4,0,0,1,0,5,2,1,2,0,0
0,0,3,6,9,2,3,1,1,2,2,1,0,3,0
0,0,2,5,12,5,0,0,0,1,0,0,1,1,0
0,0,3,5,16,20,27,3,0,0,0,0,0,0,0
0,0,2,10,6,17,3,1,1,0,0,0,0,0,1
0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
0,0,7,11,8,5,10,8,18,0,0,0,0,0,0
0,0,0,8,36,23,23,1,0,1,0,1,0,2,0
0,0,0,5,54,20,11,10,24,30,22,24,38,22,29
0,0,0,6,7,3,1,0,0,0,0,0,0,0,0
0,0,0,4,20,9,14,12,10,5,5,0,1,0,0
0,0,0,2,12,18,2,0,0,0,0,0,0,0,0
0,0,0,1,5,3,2,1,7,1,2,0,1,1,0
0,0,0,2,9,19,4,17,3,2,11,7,16,15,11
0,0,0,1,5,5,10,14,8,16,5,2,0,0,1
0,0,0,6,14,12,16,15,25,16,12,15,13,14,0
0,0,0,7,14,10,7,7,2,17,3,14,12,12,4
0,0,0,2,6,6,9,5,3,1,1,1,1,0,0
0,0,0,3,13,4,7,4,7,1,0,1,0,0,0
0,0,0,3,1,1,0,0,0,0,0,0,0,0,0
0,0,0,1,14,10,7,16,4,6,0,0,0,1,0
0,0,0,9,14,10,12,2,1,0,1,0,0,0,0
0,0,0,2,11,16,1,1,3,1,0,0,0,0,0
0,0,0,3,6,0,0,0,0,0,0,0,0,0,0
0,0,0,9,13,11,7,10,32,16,12,20,19,14,19
0,0,0,4,1,4,2,0,0,0,0,0,0,0,0
0,0,0,1,4,4,2,7,5,2,9,7,8,21,8
0,0,0,1,1,1,0,0,0,3,3,2,5,0,1
0,0,0,2,0,0,2,1,3,2,3,3,0,1,1
0,0,0,7,16,12,13,5,1,0,0,0,2,0,0
0,0,0,2,2,0,0,1,0,1,0,0,0,0,0
0,0,0,5,8,3,18,10,1,0,2,3,3,1,0
0,0,0,3,11,6,20,11,1,0,0,1,1,0,0
0,0,0,2,21,0,0,0,0,1,0,1,0,0,0
0,0,0,3,4,5,0,1,1,0,0,0,0,0,0
0,0,0,2,7,3,2,0,1,0,3,1,0,0,2
0,0,0,2,7,10,11,2,4,6,2,2,5,0,2
0,0,0,1,11,2,0,0,0,2,0,0,1,0,0
0,0,0,2,6,16,5,5,0,2,1,0,0,0,0
0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0,0,0,7,10,1,1,0,0,0,0,0,0,0,0
0,0,0,2,5,1,5,16,2,0,0,0,0,1,0
0,0,0,5,12,9,12,12,0,0,0,0,0,0,0
0,0,0,1,11,0,0,0,0,1,0,0,0,0,0
0,0,0,1,8,10,9,0,0,0,0,0,0,0,0
0,0,0,7,9,0,8,0,0,0,0,0,0,0,0
0,0,0,1,0,3,0,0,0,0,0,0,0,0,0
0,0,0,4,7,13,6,0,0,16,22,16,18,18,27
0,0,0,2,8,4,2,4,6,12,21,11,13,24,2
0,0,0,4,10,0,1,3,0,3,0,0,0,0,0
0,0,0,5,3,18,9,15,2,4,1,0,0,0,0
0,0,0,3,13,0,0,1,0,0,1,0,0,0,0
0,0,0,1,3,1,0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
0,0,0,5,15,4,28,8,4,16,12,18,20,1,0
0,0,0,1,7,0,1,1,0,0,0,0,0,0,0
0,0,0,3,2,1,0,0,1,1,0,0,1,0,0
0,0,0,1,9,7,7,13,11,18,37,29,59,19,7
0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
0,0,0,3,2,9,4,7,12,18,7,0,0,0,0
0,0,0,4,14,7,16,7,13,36,1,1,0,0,0
0,0,0,4,0,0,0,1,1,0,0,1,2,3,0
0,0,0,2,11,9,4,0,1,2,0,0,0,1,0
0,0,0,1,1,0,1,0,1,1,1,0,0,0,0
0,0,0,1,3,2,2,6,2,10,1,0,0,0,0
0,0,0,8,27,1,0,1,1,0,0,0,0,0,0
0,0,0,1,8,3,8,2,0,1,0,0,0,0,0
0,0,0,8,4,11,9,1,6,0,0,0,0,0,0
0,0,0,3,9,3,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6,1,4,13,3,2,0,0,0,3,13,5
0,0,0,2,4,0,13,4,5,4,19,0,0,0,0
0,0,0,3,11,0,0,0,0,0,0,0,0,0,0
0,0,0,4,11,11,10,1,2,7,0,0,0,0,0
0,0,0,3,1,7,0,0,0,0,1,0,0,0,0
0,0,0,11,2,0,2,1,0,1,0,0,0,0,0
0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
0,0,0,4,22,1,0,1,0,1,1,0,0,0,0
0,0,0,2,5,2,2,7,8,12,7,16,24,13,15
0,0,0,6,7,12,16,1,1,0,0,0,0,0,0
0,0,0,3,5,0,1,0,2,1,0,0,0,0,0
0,0,0,1,5,13,1,3,0,0,0,0,1,0,0
0,0,0,1,6,0,0,0,0,0,0,0,0,0,0
0,0,0,3,11,1,0,0,1,1,0,0,0,1,0
0,0,0,3,3,8,11,0,0,0,0,0,0,0,1
0,0,0,3,1,3,0,0,1,1,1,1,2,0,0
0,0,0,1,6,11,24,25,23,10,22,14,15,13,11
0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
0,0,0,4,6,6,2,2,0,0,2,1,1,1,0
0,0,0,4,0,0,0,0,1,0,1,1,0,0,0
0,0,0,3,3,3,0,0,0,0,0,1,0,0,0
0,0,0,3,10,0,0,0,0,1,0,0,0,0,0
0,0,0,3,3,5,3,4,7,8,17,25,10,0,0
0,0,0,1,4,5,4,5,10,13,0,0,0,0,0
0,0,0,3,8,0,0,0,0,0,0,0,0,0,0
0,0,0,1,10,0,2,1,0,10,0,1,1,0,0
0,0,0,1,4,1,14,7,5,6,2,0,0,0,1
0,0,0,2,6,14,3,5,0,2,0,1,0,0,0
0,0,0,1,8,0,0,2,1,0,0,0,0,0,0
0,0,0,1,8,6,19,14,12,11,2,0,0,0,0
0,0,0,1,2,0,1,0,0,0,0,0,0,0,0
0,0,0,1,4,5,3,5,0,5,0,1,0,0,0
0,0,0,5,5,0,1,0,1,0,0,0,0,1,0
0,0,0,4,9,11,14,0,1,1,0,2,1,0,0
0,0,0,1,0,0,2,0,0,1,1,0,0,0,1
0,0,0,4,6,9,6,0,0,0,1,0,0,0,0
0,0,0,2,0,0,0,0,2,2,0,4,0,0,0
0,0,0,6,1,0,0,0,0,1,1,0,0,0,0
0,0,0,2,6,6,11,3,1,0,0,0,0,0,1
0,0,0,2,11,6,8,12,8,16,6,0,0,0,0
0,0,0,1,4,3,3,9,0,1,0,0,0,0,0
0,0,0,3,18,12,8,24,17,36,0,2,0,1,0
0,0,0,2,0,1,0,0,0,0,1,0,1,1,0
0,0,0,3,13,5,11,7,15,15,9,7,0,1,0
0,0,0,9,9,8,5,15,9,22,21,17,11,0,0
0,0,0,1,3,8,7,17,13,19,11,25,12,0,0
0,0,0,2,2,9,4,5,0,17,5,1,0,0,0
0,0,0,3,12,24,17,6,15,22,8,18,10,12,0
0,0,0,3,7,4,7,1,2,11,1,6,0,0,0
0,0,0,2,6,3,2,2,1,0,0,0,0,0,0
0,0,0,1,5,0,0,0,0,1,0,0,2,0,0
0,0,0,2,5,5,9,7,12,12,7,15,10,2,13
0,0,0,4,2,0,0,1,0,0,0,0,0,0,0
0,0,0,1,7,8,7,1,6,3,4,9,11,3,8
0,0,0,6,16,17,11,5,0,0,0,0,0,0,0
0,0,0,2,7,0,3,13,2,8,0,0,0,0,0
0,0,0,1,9,4,10,7,4,10,0,0,0,0,0
0,0,0,4,7,10,7,3,1,0,1,0,0,0,0
0,0,0,2,3,0,1,0,0,1,0,0,0,0,0
0,0,0,1,5,1,0,0,0,5,0,0,0,0,0
0,0,0,4,8,7,7,8,3,6,9,14,23,11,7
0,0,0,2,7,2,0,0,2,0,0,0,0,0,0
0,0,0,0,3,5,9,3,3,10,0,0,0,0,0
0,0,0,0,2,1,1,1,0,1,0,1,1,0,0
0,0,0,0,4,12,11,16,15,25,26,1,1,0,0
0,0,0,0,11,10,0,1,0,2,0,0,0,0,0
0,0,0,0,4,3,5,6,12,0,0,0,0,0,0
0,0,0,0,9,6,7,10,0,30,27,30,28,0,0
0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0,0,1,7,11,21,12,14,28,35,11,0,0
0,0,0,0,7,14,15,15,0,0,0,2,0,0,0
0,0,0,0,15,13,19,2,4,12,14,15,31,20,0
0,0,0,0,4,11,11,9,7,28,32,35,32,27,40
0,0,0,0,6,7,5,18,7,10,8,14,1,0,0
0,0,0,0,3,10,6,7,13,4,0,0,0,0,0
0,0,0,0,3,1,0,0,2,0,1,2,0,1,0
0,0,0,0,2,6,10,6,5,46,14,28,26,21,24
0,0,0,0,8,11,17,17,10,1,1,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4,3,9,5,10,11,6,8,11,4,0
0,0,0,0,4,8,12,3,1,2,1,1,3,0,0
0,0,0,0,3,3,12,1,4,16,2,1,1,1,0
0,0,0,0,2,9,6,1,6,11,4,17,3,11,15
0,0,0,0,4,2,6,13,15,11,16,12,36,12,2
0,0,0,0,3,5,4,9,6,0,4,5,0,0,0
0,0,0,0,3,8,0,0,0,2,0,0,0,0,0
0,0,0,0,2,9,0,1,0,1,0,1,1,1,0
0,0,0,0,2,0,1,0,0,1,1,0,1,0,0
0,0,0,0,3,3,0,0,0,1,0,0,0,0,0
0,0,0,0,5,5,5,4,0,1,1,1,0,0,0
0,0,0,0,3,9,13,0,0,0,1,0,0,0,0
0,0,0,0,2,4,1,0,1,0,0,0,0,0,0
0,0,0,0,2,18,29,17,25,15,0,1,0,1,2
0,0,0,0,4,13,8,2,8,12,7,6,14,9,10
0,0,0,0,2,17,3,0,1,0,0,0,0,0,0
0,0,0,0,3,12,17,12,13,18,12,13,2,0,1
0,0,0,0,6,7,1,0,1,1,0,1,1,0,1
0,0,0,0,1,0,3,1,0,1,0,0,0,0,0
0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
0,0,0,0,5,10,13,8,2,2,1,4,0,1,1
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4,5,18,7,7,3,2,5,8,0,0
0,0,0,0,1,20,21,18,22,29,18,33,22,27,24
0,0,0,0,1,14,14,7,23,8,15,0,0,0,0
0,0,0,0,7,3,15,4,5,8,2,9,3,0,0
0,0,0,0,1,1,5,7,2,2,0,0,1,0,0
0,0,0,0,3,3,11,12,2,16,10,17,8,0,0
0,0,0,0,1,10,5,2,3,15,11,9,0,0,0
0,0,0,0,3,19,9,4,11,23,19,20,0,1,0
0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
0,0,0,0,4,0,0,0,0,2,0,0,0,0,0
0,0,0,0,6,0,0,1,0,0,1,0,0,0,0
0,0,0,0,6,0,0,0,0,0,0,0,1,0,0
0,0,0,0,3,8,11,4,6,1,2,0,0,0,0
0,0,0,0,1,10,22,9,4,7,0,0,0,0,0
0,0,0,0,2,16,0,1,3,0,0,0,2,0,0
0,0,0,0,4,19,1,1,0,1,0,0,0,0,0
0,0,0,0,1,14,22,8,2,10,12,7,4,0,0
0,0,0,0,4,3,8,18,11,7,1,0,0,0,0
0,0,0,0,4,13,0,0,0,0,0,0,0,0,0
0,0,0,0,9,25,8,2,0,0,1,0,0,2,0
0,0,0,0,2,9,8,7,8,0,0,0,0,0,0
